admin4_code,year,income_total,income_transfert,income_own,own_prop,own_pct,own_income_change,own_income_change_pct,own_prop_change,own_prop_change_pct
19508000000,2022,52727917.31,40370436.09,12357481.219999999,0.23,23.0%,0.12,12%,0.020000000000000018,2%
19509000000,2021,19553091.62,6286100,13266991.620000001,0.68,68.0%,NA,NA,NA,NA
19509000000,2022,11624797.65,5629570,5995227.65,0.52,52.0%,-0.55,-55%,-0.16000000000000003,-16%
19510000000,2021,13006505.85,6829845.94,6176659.909999999,0.47,47.0%,NA,NA,NA,NA
19510000000,2022,11915075.53,6348910,5566165.529999999,0.47,47.0%,-0.1,-10%,0,0%
19511000000,2021,20801359.34,15416753.33,5384606.01,0.26,26.0%,NA,NA,NA,NA
19511000000,2022,20362868.7,14516352.93,5846515.77,0.29,29.0%,0.09,9%,0.02999999999999997,3%
19513000000,2021,15312990.46,11191050,4121940.460000001,0.27,27.0%,NA,NA,NA,NA
19513000000,2022,14040786.64,10311209.58,3729577.0600000005,0.27,27.0%,-0.1,-10%,0,0%
19514000000,2021,19650284.46,15552890.92,4097393.540000001,0.21,21.0%,NA,NA,NA,NA
19514000000,2022,18118439.62,14199135.94,3919303.6800000016,0.22,22.0%,-0.04,-4%,0.010000000000000009,1%
19515000000,2021,47353713.12,37092258,10261455.119999997,0.22,22.0%,NA,NA,NA,NA
19515000000,2022,45601451.33,35248971,10352480.329999998,0.23,23.0%,0.01,1%,0.010000000000000009,1%
19516000000,2021,55127080.91,32977200,22149880.909999996,0.4,40.0%,NA,NA,NA,NA
19516000000,2022,53326060.9,31931857.09,21394203.81,0.4,40.0%,-0.03,-3%,0,0%
19518000000,2021,23265512.05,15942100,7323412.050000001,0.31,31.0%,NA,NA,NA,NA
19518000000,2022,25089983.27,15658091.57,9431891.7,0.38,38.0%,0.29,29%,0.07,7%
19520000000,2021,70037082.9,30386337.52,39650745.38000001,0.57,57.0%,NA,NA,NA,NA
19520000000,2022,62852507.18,25451294.55,37401212.629999995,0.6,60.0%,-0.06,-6%,0.030000000000000027,3%
19521000000,2021,61519019,42688915.56,18830103.439999998,0.31,31.0%,NA,NA,NA,NA
19521000000,2022,57860892.43,40114281.49,17746610.939999998,0.31,31.0%,-0.06,-6%,0,0%
19522000000,2021,32428061.23,18582671.67,13845389.559999999,0.43,43.0%,NA,NA,NA,NA
19522000000,2022,28846683.45,16372410.81,12474272.639999999,0.43,43.0%,-0.1,-10%,0,0%
19523000000,2021,47998426.2,24764369.92,23234056.28,0.48,48.0%,NA,NA,NA,NA
19523000000,2022,43436656.72,23450230.58,19986426.14,0.46,46.0%,-0.14,-14%,-0.019999999999999962,-2%
19524000000,2021,28267858.32,13430638,14837220.32,0.52,52.0%,NA,NA,NA,NA
19524000000,2022,23494726.14,11081556.92,12413169.22,0.53,53.0%,-0.16,-16%,0.010000000000000009,1%
19525000000,2021,99017932.03,49164076.63,49853855.4,0.5,50.0%,NA,NA,NA,NA
19525000000,2022,123715682.23,45935614.26,77780067.97,0.63,63.0%,0.56,56%,0.13,13%
19526000000,2021,91424322.85,57413417,34010905.849999994,0.37,37.0%,NA,NA,NA,NA
19526000000,2022,90799449.94,50536092.08,40263357.86,0.44,44.0%,0.18,18%,0.07,7%
19527000000,2021,95399421.73,50956233.18,44443188.550000004,0.47,47.0%,NA,NA,NA,NA
19527000000,2022,90464771.58,47023926.32,43440845.26,0.48,48.0%,-0.02,-2%,0.010000000000000009,1%
19528000000,2021,52735083.24,38733770,14001313.240000002,0.27,27.0%,NA,NA,NA,NA
19528000000,2022,51217903.39,36473036.81,14744866.579999998,0.29,29.0%,0.05,5%,0.019999999999999962,2%
19529000000,2021,35406999.57,19674650,15732349.57,0.44,44.0%,NA,NA,NA,NA
19529000000,2022,28335521.63,15824430,12511091.629999999,0.44,44.0%,-0.2,-20%,0,0%
19530000000,2021,34516037.13,24085250,10430787.130000003,0.3,30.0%,NA,NA,NA,NA
19530000000,2022,32146873.77,22265166,9881707.77,0.31,31.0%,-0.05,-5%,0.010000000000000009,1%
19531000000,2021,12973757.13,7403200,5570557.130000001,0.43,43.0%,NA,NA,NA,NA
19531000000,2022,10723568.02,6310771.67,4412796.35,0.41,41.0%,-0.21,-21%,-0.020000000000000018,-2%
19532000000,2021,23383944.91,15284660,8099284.91,0.35,35.0%,NA,NA,NA,NA
19532000000,2022,21206495.04,14308499.2,6897995.84,0.33,33.0%,-0.15,-15%,-0.019999999999999962,-2%
19533000000,2021,21871028.62,15264055.63,6606972.99,0.3,30.0%,NA,NA,NA,NA
19533000000,2022,20772568.73,14449765,6322803.73,0.3,30.0%,-0.04,-4%,0,0%
19535000000,2021,33456588.45,16316396,17140192.45,0.51,51.0%,NA,NA,NA,NA
19535000000,2022,31451467.5,13315321.89,18136145.61,0.58,58.0%,0.06,6%,0.06999999999999995,7%
19537000000,2021,23352611.91,15702316.89,7650295.02,0.33,33.0%,NA,NA,NA,NA
19537000000,2022,20053264.5,14268064.11,5785200.390000001,0.29,29.0%,-0.24,-24%,-0.040000000000000036,-4%
19538000000,2021,75949798.37,42538271.36,33411527.010000005,0.44,44.0%,NA,NA,NA,NA
19538000000,2022,75762427.92,38821919,36940508.92,0.49,49.0%,0.11,11%,0.04999999999999999,5%
19539000000,2021,46631670.49,25373978.34,21257692.150000002,0.46,46.0%,NA,NA,NA,NA
19539000000,2022,44574420.7,20564136.38,24010284.320000004,0.54,54.0%,0.13,13%,0.08000000000000002,8%
19540000000,2021,64273335.93,34142534.8,30130801.130000003,0.47,47.0%,NA,NA,NA,NA
19540000000,2022,74961789.42,32399905.1,42561884.32,0.57,57.0%,0.41,41%,0.09999999999999998,10%
19542000000,2021,56708550.75,38497450,18211100.75,0.32,32.0%,NA,NA,NA,NA
19542000000,2022,54610432.48,36121225.33,18489207.15,0.34,34.0%,0.02,2%,0.020000000000000018,2%
19543000000,2021,38614747.01,16147600,22467147.009999998,0.58,58.0%,NA,NA,NA,NA
19543000000,2022,84095605.58,15583175.43,68512430.15,0.81,81.0%,2.05,205%,0.2300000000000001,23%
19544000000,2021,41563768.22,25574727,15989041.219999999,0.38,38.0%,NA,NA,NA,NA
19544000000,2022,42387445.38,26639796.76,15747648.620000001,0.37,37.0%,-0.02,-2%,-0.010000000000000009,-1%
19545000000,2021,17540390.68,11599001.09,5941389.59,0.34,34.0%,NA,NA,NA,NA
19545000000,2022,15321404.56,9034214.2,6287190.360000001,0.41,41.0%,0.06,6%,0.06999999999999995,7%
19546000000,2021,63906263.71,41036053.33,22870210.380000003,0.36,36.0%,NA,NA,NA,NA
19546000000,2022,67347830.77,37169266.93,30178563.839999996,0.45,45.0%,0.32,32%,0.09000000000000002,9%
19548000000,2021,82628992.51,43237900,39391092.510000005,0.48,48.0%,NA,NA,NA,NA
19548000000,2022,93686318.4,38582876.36,55103442.04000001,0.59,59.0%,0.4,40%,0.10999999999999999,11%
19549000000,2021,1306329778.38,412698924.79,893630853.5900002,0.68,68.0%,NA,NA,NA,NA
19549000000,2022,1248364458.53,264325603.88,984038854.65,0.79,79.0%,0.1,10%,0.10999999999999999,11%
19550000000,2021,24055317.87,7571123,16484194.870000001,0.69,69.0%,NA,NA,NA,NA
19550000000,2022,23819894.65,7388760,16431134.649999999,0.69,69.0%,-0,0%,0,0%
19553000000,2021,23667661.05,16298175.3,7369485.75,0.31,31.0%,NA,NA,NA,NA
19553000000,2022,21656149.41,14941296.58,6714852.83,0.31,31.0%,-0.09,-9%,0,0%
19554000000,2021,124851661.41,47704812.75,77146848.66,0.62,62.0%,NA,NA,NA,NA
19554000000,2022,145352125.36,39904712.05,105447413.31000002,0.73,73.0%,0.37,37%,0.10999999999999999,11%
19555000000,2021,129268424.06,83043859,46224565.06,0.36,36.0%,NA,NA,NA,NA
19555000000,2022,131498928.75,77609896.25,53889032.5,0.41,41.0%,0.17,17%,0.04999999999999999,5%
19556000000,2021,78752697.42,32555795,46196902.42,0.59,59.0%,NA,NA,NA,NA
19556000000,2022,75248833.56,29041360,46207473.56,0.61,61.0%,0,0%,0.020000000000000018,2%
19557000000,2021,89562112.93,52126862.6,37435250.330000006,0.42,42.0%,NA,NA,NA,NA
19557000000,2022,89772396.72,47566439.79,42205956.93,0.47,47.0%,0.13,13%,0.04999999999999999,5%
19558000000,2021,134204477.14999999,69963418.74,64241058.41,0.48,48.0%,NA,NA,NA,NA
19558000000,2022,138006869.68,65520930.94,72485938.74000001,0.53,53.0%,0.13,13%,0.050000000000000044,5%
19559000000,2021,15057793.18,10962654.52,4095138.66,0.27,27.0%,NA,NA,NA,NA
19559000000,2022,12932077.91,9686143.84,3245934.0700000003,0.25,25.0%,-0.21,-21%,-0.020000000000000018,-2%
19560000000,2021,91369437.94,43972568.1,47396869.839999996,0.52,52.0%,NA,NA,NA,NA
19560000000,2022,88331162.83,36971594.87,51359567.96,0.58,58.0%,0.08,8%,0.05999999999999994,6%
19561000000,2021,140360900.13,76196349.15,64164550.97999999,0.46,46.0%,NA,NA,NA,NA
19561000000,2022,162221043,79926255.45,82294787.55,0.51,51.0%,0.28,28%,0.04999999999999999,5%
19562000000,2021,25910454.49,17390054.05,8520400.439999998,0.33,33.0%,NA,NA,NA,NA
19562000000,2022,24936805.98,16048089.2,8888716.780000001,0.36,36.0%,0.04,4%,0.02999999999999997,3%
19563000000,2021,63911448.39,29107493,34803955.39,0.54,54.0%,NA,NA,NA,NA
19563000000,2022,66329617.55,26496953.44,39832664.11,0.6,60.0%,0.14,14%,0.05999999999999994,6%
19564000000,2021,24711590.18,12276350,12435240.18,0.5,50.0%,NA,NA,NA,NA
19564000000,2022,25413833.69,11727469.77,13686363.920000002,0.54,54.0%,0.1,10%,0.040000000000000036,4%
20501000000,2021,34056428.31,16214610,17841818.310000002,0.52,52.0%,NA,NA,NA,NA
20501000000,2022,14666628.85,11514002,3152626.8499999996,0.21,21.0%,-0.82,-82%,-0.31000000000000005,-31%
20502000000,2021,97952289.98,49268165,48684124.980000004,0.5,50.0%,NA,NA,NA,NA
20502000000,2022,92024277.66,44290531,47733746.66,0.52,52.0%,-0.02,-2%,0.020000000000000018,2%
20503000000,2021,43751316.14,20854366,22896950.14,0.52,52.0%,NA,NA,NA,NA
20503000000,2022,28770226.37,20202900,8567326.370000001,0.3,30.0%,-0.63,-63%,-0.22000000000000003,-22%
20504000000,2021,53317970.19,13855975,39461995.19,0.74,74.0%,NA,NA,NA,NA
20504000000,2022,43420469.06,13387087,30033382.060000002,0.69,69.0%,-0.24,-24%,-0.050000000000000044,-5%
20505000000,2021,97203279.56,39437638.45,57765641.11,0.59,59.0%,NA,NA,NA,NA
20505000000,2022,98695243.33,31717226,66978017.33,0.68,68.0%,0.16,16%,0.09000000000000008,9%
20506000000,2021,51587149.86,16664943,34922206.86,0.68,68.0%,NA,NA,NA,NA
20506000000,2022,30071413.72,15486700,14584713.719999999,0.49,49.0%,-0.58,-58%,-0.19000000000000006,-19%
20507000000,2021,76722444.09,25567133,51155311.09,0.67,67.0%,NA,NA,NA,NA
20507000000,2022,48466551.71,26975600,21490951.71,0.44,44.0%,-0.58,-58%,-0.23000000000000004,-23%
20508000000,2021,91134884.44,41595551.91,49539332.53,0.54,54.0%,NA,NA,NA,NA
20508000000,2022,74120340.74,42628664,31491676.739999995,0.42,42.0%,-0.36,-36%,-0.12000000000000005,-12%
20509000000,2021,40926346.92,22438550,18487796.92,0.45,45.0%,NA,NA,NA,NA
20509000000,2022,19731470.88,16807700,2923770.879999999,0.15,15.0%,-0.84,-84%,-0.30000000000000004,-30%
20510000000,2021,33399738.84,14773511,18626227.84,0.56,56.0%,NA,NA,NA,NA
20510000000,2022,24820360.95,9654110,15166250.95,0.61,61.0%,-0.19,-19%,0.04999999999999993,5%
20511000000,2021,83428858.35,19813310,63615548.349999994,0.76,76.0%,NA,NA,NA,NA
20511000000,2022,73595509.03,16200500,57395009.03,0.78,78.0%,-0.1,-10%,0.020000000000000018,2%
20512000000,2021,39338676.83,12750446,26588230.83,0.68,68.0%,NA,NA,NA,NA
20512000000,2022,21175036.73,10393131,10781905.73,0.51,51.0%,-0.59,-59%,-0.17000000000000004,-17%
20513000000,2021,60904096.19,23849044,37055052.19,0.61,61.0%,NA,NA,NA,NA
20513000000,2022,32528279.02,20827524,11700755.02,0.36,36.0%,-0.68,-68%,-0.25,-25%
20514000000,2021,149864780.15,53461392.3,96403387.85000001,0.64,64.0%,NA,NA,NA,NA
20514000000,2022,101948852.53,46666298,55282554.53,0.54,54.0%,-0.43,-43%,-0.09999999999999998,-10%
20515000000,2021,64287075.07,15907957,48379118.07,0.75,75.0%,NA,NA,NA,NA
20515000000,2022,65272077.28,15976100,49295977.28,0.76,76.0%,0.02,2%,0.010000000000000009,1%
20516000000,2021,32896474.93,15523800,17372674.93,0.53,53.0%,NA,NA,NA,NA
20516000000,2022,18278674.61,13647200,4631474.609999999,0.25,25.0%,-0.73,-73%,-0.28,-28%
20517000000,2021,312381023.02,113884386.37,198496636.64999998,0.64,64.0%,NA,NA,NA,NA
20517000000,2022,278129216.15,110823588,167305628.14999998,0.6,60.0%,-0.16,-16%,-0.040000000000000036,-4%
20518000000,2021,153996987.2,68047231,85949756.19999999,0.56,56.0%,NA,NA,NA,NA
20518000000,2022,83769486.52,63507319,20262167.519999996,0.24,24.0%,-0.76,-76%,-0.32000000000000006,-32%
20519000000,2021,30542564.85,11753781,18788783.85,0.62,62.0%,NA,NA,NA,NA
20519000000,2022,24989410.7,11648300,13341110.7,0.53,53.0%,-0.29,-29%,-0.08999999999999997,-9%
20520000000,2021,139528340.76,22664083.2,116864257.55999999,0.84,84.0%,NA,NA,NA,NA
20520000000,2022,133802980.63,21756432,112046548.63,0.84,84.0%,-0.04,-4%,0,0%
20521000000,2021,21525768.99,10818977.12,10706791.87,0.5,50.0%,NA,NA,NA,NA
20521000000,2022,13044535.73,11450189,1594346.7300000004,0.12,12.0%,-0.85,-85%,-0.38,-38%
20522000000,2021,37347024.52,21692031,15654993.520000003,0.42,42.0%,NA,NA,NA,NA
20522000000,2022,23019055.57,18637300,4381755.57,0.19,19.0%,-0.72,-72%,-0.22999999999999998,-23%
20523000000,2021,17458197.04,9356624,8101573.039999999,0.46,46.0%,NA,NA,NA,NA
20523000000,2022,10156329.4,8652200,1504129.4000000004,0.15,15.0%,-0.81,-81%,-0.31000000000000005,-31%
20524000000,2021,197191255.57,76002370.51,121188885.05999999,0.61,61.0%,NA,NA,NA,NA
20524000000,2022,118890433.19,57585954,61304479.19,0.52,52.0%,-0.49,-49%,-0.08999999999999997,-9%
20525000000,2021,88027036.99,43442236,44584800.989999995,0.51,51.0%,NA,NA,NA,NA
20525000000,2022,74502001.94,41065694,33436307.939999998,0.45,45.0%,-0.25,-25%,-0.06,-6%
20526000000,2021,85979667.42999999,22761371.2,63218296.22999999,0.74,74.0%,NA,NA,NA,NA
20526000000,2022,65419956.65,23089014,42330942.65,0.65,65.0%,-0.33,-33%,-0.08999999999999997,-9%
20527000000,2021,37687156.08,11810760.3,25876395.779999997,0.69,69.0%,NA,NA,NA,NA
20527000000,2022,34239552.62,9299080,24940472.619999997,0.73,73.0%,-0.04,-4%,0.040000000000000036,4%
20528000000,2021,81638750.49,40458082,41180668.489999995,0.5,50.0%,NA,NA,NA,NA
20528000000,2022,78766298.65,36199344,42566954.650000006,0.54,54.0%,0.03,3%,0.040000000000000036,4%
20529000000,2021,137220541.98,48595429,88625112.97999999,0.65,65.0%,NA,NA,NA,NA
20529000000,2022,123618266.13,45368951,78249315.13,0.63,63.0%,-0.12,-12%,-0.020000000000000018,-2%
20530000000,2021,61267856.77,31756565.6,29511291.17,0.48,48.0%,NA,NA,NA,NA
20530000000,2022,46668746.25,26288118,20380628.25,0.44,44.0%,-0.31,-31%,-0.03999999999999998,-4%
20531000000,2021,122097276.66,47757157.25,74340119.41,0.61,61.0%,NA,NA,NA,NA
20531000000,2022,113020098.33,47703635,65316463.33,0.58,58.0%,-0.12,-12%,-0.030000000000000027,-3%
20532000000,2021,79055338.77,36560380,42494958.769999996,0.54,54.0%,NA,NA,NA,NA
20532000000,2022,70159882.24,35424765,34735117.239999995,0.5,50.0%,-0.18,-18%,-0.040000000000000036,-4%
20533000000,2021,51756707.31,11095086,40661621.31,0.79,79.0%,NA,NA,NA,NA
20533000000,2022,21759754.86,10882900,10876854.86,0.5,50.0%,-0.73,-73%,-0.29000000000000004,-29%
20534000000,2021,21112420.84,8812807,12299613.84,0.58,58.0%,NA,NA,NA,NA
20534000000,2022,11630038.47,8259100,3370938.4700000007,0.29,29.0%,-0.73,-73%,-0.29,-29%
20535000000,2021,134600744.69,56264779.76,78335964.93,0.58,58.0%,NA,NA,NA,NA
20535000000,2022,69996868.64,42949292,27047576.64,0.39,39.0%,-0.65,-65%,-0.18999999999999995,-19%
20536000000,2021,63757404.27,27142631.4,36614772.870000005,0.57,57.0%,NA,NA,NA,NA
20536000000,2022,30106179.3,22701418,7404761.300000001,0.25,25.0%,-0.8,-80%,-0.31999999999999995,-32%
20537000000,2021,165969972.72,57438915.75,108531056.97,0.65,65.0%,NA,NA,NA,NA
20537000000,2022,108620184.68,52755514,55864670.68000001,0.51,51.0%,-0.49,-49%,-0.14,-14%
20538000000,2021,144085119.29,72502333,71582786.28999999,0.5,50.0%,NA,NA,NA,NA
20538000000,2022,126968031.56,68322904,58645127.56,0.46,46.0%,-0.18,-18%,-0.03999999999999998,-4%
20539000000,2021,85774584.4,33202296,52572288.400000006,0.61,61.0%,NA,NA,NA,NA
20539000000,2022,80062467.02,33804381,46258086.019999996,0.58,58.0%,-0.12,-12%,-0.030000000000000027,-3%
20540000000,2021,140268770.37,47075559.51,93193210.86000001,0.66,66.0%,NA,NA,NA,NA
20540000000,2022,131886672.97,39728400,92158272.97,0.7,70.0%,-0.01,-1%,0.039999999999999925,4%
20541000000,2021,128855922.74,38836775.5,90019147.24,0.7,70.0%,NA,NA,NA,NA
20541000000,2022,145154019.67,41090631,104063388.66999999,0.72,72.0%,0.16,16%,0.020000000000000018,2%
20542000000,2021,21592175.42,9554833,12037342.420000002,0.56,56.0%,NA,NA,NA,NA
20542000000,2022,11217950.12,8358800,2859150.119999999,0.25,25.0%,-0.76,-76%,-0.31000000000000005,-31%
20543000000,2021,172187388.45,52484308.4,119703080.04999998,0.7,70.0%,NA,NA,NA,NA
20543000000,2022,88969856.6,45267878,43701978.599999994,0.49,49.0%,-0.63,-63%,-0.20999999999999996,-21%
20544000000,2021,46406878.23,25445131,20961747.229999997,0.45,45.0%,NA,NA,NA,NA
20544000000,2022,28288581.34,22732000,5556581.34,0.2,20.0%,-0.73,-73%,-0.25,-25%
20545000000,2021,100459848.23,47774928.6,52684919.63,0.52,52.0%,NA,NA,NA,NA
20545000000,2022,79399648.3,40046300,39353348.3,0.5,50.0%,-0.25,-25%,-0.020000000000000018,-2%
20546000000,2021,47630479.45,28703814.01,18926665.44,0.4,40.0%,NA,NA,NA,NA
20546000000,2022,43494549.19,30624053,12870496.189999998,0.3,30.0%,-0.32,-32%,-0.10000000000000003,-10%
20547000000,2021,114611191.1,55839968.2,58771222.89999999,0.51,51.0%,NA,NA,NA,NA
20547000000,2022,95331894.17,43501974,51829920.17,0.54,54.0%,-0.12,-12%,0.030000000000000027,3%
20548000000,2021,31009969.38,13518540,17491429.38,0.56,56.0%,NA,NA,NA,NA
20548000000,2022,19193758.13,12907000,6286758.129999999,0.33,33.0%,-0.64,-64%,-0.23000000000000004,-23%
20549000000,2021,49836159.8,31504801.07,18331358.729999997,0.37,37.0%,NA,NA,NA,NA
20549000000,2022,42222656.72,29523586.44,12699070.279999997,0.3,30.0%,-0.31,-31%,-0.07,-7%
20550000000,2021,31153827.74,18040682.84,13113144.899999999,0.42,42.0%,NA,NA,NA,NA
20550000000,2022,21965779.08,17894800,4070979.079999998,0.19,19.0%,-0.69,-69%,-0.22999999999999998,-23%
20551000000,2021,78331925.2,38489034,39842891.2,0.51,51.0%,NA,NA,NA,NA
20551000000,2022,70863091.05,40314089,30549002.049999997,0.43,43.0%,-0.23,-23%,-0.08000000000000002,-8%
20552000000,2021,103233862.92999999,28185122.13,75048740.8,0.73,73.0%,NA,NA,NA,NA
20552000000,2022,75005785.85,28523000,46482785.849999994,0.62,62.0%,-0.38,-38%,-0.10999999999999999,-11%
20553000000,2021,132370310.49,45624208.6,86746101.88999999,0.66,66.0%,NA,NA,NA,NA
20553000000,2022,98936639.93,44405999.68,54530640.25000001,0.55,55.0%,-0.37,-37%,-0.10999999999999999,-11%
20554000000,2021,7115345970.7,1224258954.6100001,5891087016.09,0.83,83.0%,NA,NA,NA,NA
20554000000,2022,5695776742.84,1168129240,4527647502.84,0.79,79.0%,-0.23,-23%,-0.039999999999999925,-4%
20555000000,2021,196319615.54,63946756,132372859.53999999,0.67,67.0%,NA,NA,NA,NA
20555000000,2022,294019341.46000004,40753122,253266219.46000004,0.86,86.0%,0.91,91%,0.18999999999999995,19%
20556000000,2021,83342892,33113755,50229137,0.6,60.0%,NA,NA,NA,NA
20556000000,2022,41847315.82,27997252,13850063.82,0.33,33.0%,-0.72,-72%,-0.26999999999999996,-27%
21501000000,2021,18203987.37,5395821,12808166.370000001,0.7,70.0%,NA,NA,NA,NA
21501000000,2022,7372695.25,5140616,2232079.25,0.3,30.0%,-0.83,-83%,-0.39999999999999997,-40%
21502000000,2021,25299637.76,12362068.04,12937569.720000003,0.51,51.0%,NA,NA,NA,NA
21502000000,2022,18377595.49,11823136.93,6554458.559999999,0.36,36.0%,-0.49,-49%,-0.15000000000000002,-15%
21503000000,2021,67140283.27,33704808,33435475.269999996,0.5,50.0%,NA,NA,NA,NA
21503000000,2022,43683726.3,31635084.34,12048641.959999997,0.28,28.0%,-0.64,-64%,-0.21999999999999997,-22%
21504000000,2021,14998374.44,5838400,9159974.44,0.61,61.0%,NA,NA,NA,NA
21504000000,2022,7726455.58,5344854,2381601.58,0.31,31.0%,-0.74,-74%,-0.3,-30%
21505000000,2021,71464332.46,34032497,37431835.45999999,0.52,52.0%,NA,NA,NA,NA
21505000000,2022,46472632.17,29783199,16689433.170000002,0.36,36.0%,-0.55,-55%,-0.16000000000000003,-16%
21506000000,2021,74181985.36,31877198,42304787.36,0.57,57.0%,NA,NA,NA,NA
21506000000,2022,40716281.46,30804126,9912155.46,0.24,24.0%,-0.77,-77%,-0.32999999999999996,-33%
21507000000,2021,28180311.19,15371864,12808447.190000001,0.45,45.0%,NA,NA,NA,NA
21507000000,2022,20489867.5,16512411.66,3977455.84,0.19,19.0%,-0.69,-69%,-0.26,-26%
21509000000,2021,19485313.55,8902582,10582731.55,0.54,54.0%,NA,NA,NA,NA
21509000000,2022,11020985.01,7168020,3852965.01,0.35,35.0%,-0.64,-64%,-0.19000000000000006,-19%
21510000000,2021,21919445.48,7085982.4,14833463.08,0.68,68.0%,NA,NA,NA,NA
21510000000,2022,9250142.76,6556743,2693399.76,0.29,29.0%,-0.82,-82%,-0.39000000000000007,-39%
21511000000,2021,22313396,8903667,13409729,0.6,60.0%,NA,NA,NA,NA
21511000000,2022,10769559.79,7206100,3563459.789999999,0.33,33.0%,-0.73,-73%,-0.26999999999999996,-27%
21512000000,2021,22923720.58,12946763.53,9976957.049999999,0.44,44.0%,NA,NA,NA,NA
21512000000,2022,17342703.77,14054664.66,3288039.1099999994,0.19,19.0%,-0.67,-67%,-0.25,-25%
21513000000,2021,37414603.5,25081235,12333368.5,0.33,33.0%,NA,NA,NA,NA
21513000000,2022,31012363.32,26466925.34,4545437.98,0.15,15.0%,-0.63,-63%,-0.18000000000000002,-18%
21514000000,2021,54902615.11,28054268,26848347.11,0.49,49.0%,NA,NA,NA,NA
21514000000,2022,39881678.08,29810504.34,10071173.739999998,0.25,25.0%,-0.62,-62%,-0.24,-24%
21515000000,2021,28419485.62,18534249.5,9885236.120000001,0.35,35.0%,NA,NA,NA,NA
21515000000,2022,23855351.68,20030303.66,3825048.0199999996,0.16,16.0%,-0.61,-61%,-0.18999999999999997,-19%
21516000000,2021,79492591.3,49343161.88,30149429.419999994,0.38,38.0%,NA,NA,NA,NA
21516000000,2022,56135775.91,42440629.34,13695146.569999993,0.24,24.0%,-0.55,-55%,-0.14,-14%
21517000000,2021,14611343.6,6890054,7721289.6,0.53,53.0%,NA,NA,NA,NA
21517000000,2022,7730805.86,6361900,1368905.8600000003,0.18,18.0%,-0.82,-82%,-0.35000000000000003,-35%
21518000000,2021,38461276.8,18371117,20090159.799999997,0.52,52.0%,NA,NA,NA,NA
21518000000,2022,23777132.44,17126543,6650589.440000001,0.28,28.0%,-0.67,-67%,-0.24,-24%
21519000000,2021,48319163.28,25065137.9,23254025.380000003,0.48,48.0%,NA,NA,NA,NA
21519000000,2022,30219828.94,24423955.04,5795873.900000002,0.19,19.0%,-0.75,-75%,-0.29,-29%
21520000000,2021,30311962.05,20498408,9813554.05,0.32,32.0%,NA,NA,NA,NA
21520000000,2022,23429163.58,19424331,4004832.579999998,0.17,17.0%,-0.59,-59%,-0.15,-15%
21521000000,2021,20153551.45,6743680,13409871.45,0.67,67.0%,NA,NA,NA,NA
21521000000,2022,8689887.98,6778433.34,1911454.6400000006,0.22,22.0%,-0.86,-86%,-0.45000000000000007,-45%
21522000000,2021,55361282.24,23596151,31765131.240000002,0.57,57.0%,NA,NA,NA,NA
21522000000,2022,29968208.41,20778961.66,9189246.75,0.31,31.0%,-0.71,-71%,-0.25999999999999995,-26%
21523000000,2021,38374129.83,25392490,12981639.829999998,0.34,34.0%,NA,NA,NA,NA
21523000000,2022,30261121.09,26127778.66,4133342.4299999997,0.14,14.0%,-0.68,-68%,-0.2,-20%
21524000000,2021,42218409.53,12226335,29992074.53,0.71,71.0%,NA,NA,NA,NA
21524000000,2022,18262835.85,11405580.34,6857255.510000002,0.38,38.0%,-0.77,-77%,-0.32999999999999996,-33%
21525000000,2021,17083332.38,11606549,5476783.379999999,0.32,32.0%,NA,NA,NA,NA
21525000000,2022,14066824.76,11910573.34,2156251.42,0.15,15.0%,-0.61,-61%,-0.17,-17%
21527000000,2021,20598956.25,9262612,11336344.25,0.55,55.0%,NA,NA,NA,NA
21527000000,2022,11989328.16,10016975,1972353.1600000001,0.16,16.0%,-0.83,-83%,-0.39,-39%
21528000000,2021,246006626.89,71172253.33,174834373.56,0.71,71.0%,NA,NA,NA,NA
21528000000,2022,120386254.09,62302037,58084217.09,0.48,48.0%,-0.67,-67%,-0.22999999999999998,-23%
21529000000,2021,125549834.47,64225741.51,61324092.96,0.49,49.0%,NA,NA,NA,NA
21529000000,2022,96608227.82,64947542.52,31660685.29999999,0.33,33.0%,-0.48,-48%,-0.15999999999999998,-16%
21530000000,2021,24374530.21,14295565,10078965.21,0.41,41.0%,NA,NA,NA,NA
21530000000,2022,16860207.54,13978473,2881734.539999999,0.17,17.0%,-0.71,-71%,-0.23999999999999996,-24%
21534000000,2021,70167066.8,36628699.84,33538366.959999993,0.48,48.0%,NA,NA,NA,NA
21534000000,2022,55499187.05,30098687.34,25400499.709999997,0.46,46.0%,-0.24,-24%,-0.019999999999999962,-2%
21535000000,2021,48914645.28,20131110.49,28783534.790000003,0.59,59.0%,NA,NA,NA,NA
21535000000,2022,31960649.46,18359748.66,13600900.8,0.43,43.0%,-0.53,-53%,-0.15999999999999998,-16%
21536000000,2021,73327041.42999999,41332744.62,31994296.809999995,0.44,44.0%,NA,NA,NA,NA
21536000000,2022,52289012.75,35781979.34,16507033.409999996,0.32,32.0%,-0.48,-48%,-0.12,-12%
21537000000,2021,44306618.44,25334745,18971873.439999998,0.43,43.0%,NA,NA,NA,NA
21537000000,2022,28400803.15,21785400.34,6615402.809999999,0.23,23.0%,-0.65,-65%,-0.19999999999999998,-20%
21538000000,2021,218933337.06,102325717.32,116607619.74000001,0.53,53.0%,NA,NA,NA,NA
