Регіон,Ройон/Місто обласного значення,Місцева рада,КОАТУУ,Громада,Код громади,Примітка
Львівська область,Сколівський район,Нижньосиньовидненська сільська рада,4624584500,Сколівська міська громада,UA46100190000081766,
Львівська область,Сколівський район,Опорецька сільська рада,4624584900,Славська селищна громада,UA46100210000027970,
Львівська область,Сколівський район,Орівська сільська рада,4624585200,Трускавецька міська громада,UA46020090000057315,
Львівська область,Сколівський район,Орявська сільська рада,4624585500,Козівська сільська громада,UA46100090000076723,
Львівська область,Сколівський район,Плав'янська сільська рада,4624585900,Козівська сільська громада,UA46100090000076723,
Львівська область,Сколівський район,Підгородецька сільська рада,4624586400,Сколівська міська громада,UA46100190000081766,
Львівська область,Сколівський район,Риківська сільська рада,4624586700,Козівська сільська громада,UA46100090000076723,
Львівська область,Сколівський район,Росохацька сільська рада,4624586900,Козівська сільська громада,UA46100090000076723,
Львівська область,Сколівський район,Сможенська сільська рада,4624587200,Козівська сільська громада,UA46100090000076723,
Львівська область,Сколівський район,Труханівська сільська рада,4624587400,Сколівська міська громада,UA46100190000081766,
Львівська область,Сколівський район,Тухлянська сільська рада,4624587800,Славська селищна громада,UA46100210000027970,
Львівська область,Сколівський район,Тухольківська сільська рада,4624588300,Козівська сільська громада,UA46100090000076723,
Львівська область,Сколівський район,Хітарська сільська рада,4624588500,Славська селищна громада,UA46100210000027970,
Львівська область,Сколівський район,Ямельницька сільська рада,4624588600,Сколівська міська громада,UA46100190000081766,
Львівська область,Сокальський район,Сокальська міська рада,4624810100,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Белзька міська рада,4624810300,Белзька міська громада,UA46120010000054878,
Львівська область,Сокальський район,Великомостівська міська рада,4624810600,Великомостівська міська громада,UA46120030000069375,
Львівська область,Сокальський район,Угнівська міська рада,4624810900,Белзька міська громада,UA46120010000054878,
Львівська область,Сокальський район,Жвирківська селищна рада,4624855300,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Боб'ятинська сільська рада,4624880200,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Бутинська сільська рада,4624880600,Великомостівська міська громада,UA46120030000069375,
Львівська область,Сокальський район,Ванівська сільська рада,4624880900,Белзька міська громада,UA46120010000054878,
Львівська область,Сокальський район,Волицька сільська рада,4624881100,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Волсвинська сільська рада,4624881300,Червоноградська міська громада,UA46120130000026331,
Львівська область,Сокальський район,Двірцівська сільська рада,4624881800,Великомостівська міська громада,UA46120030000069375,
Львівська область,Сокальський район,Домашівська сільська рада,4624882000,Белзька міська громада,UA46120010000054878,
Львівська область,Сокальський район,Жужелянська сільська рада,4624882100,Белзька міська громада,UA46120010000054878,
Львівська область,Сокальський район,Карівська сільська рада,4624882400,Белзька міська громада,UA46120010000054878,
Львівська область,Сокальський район,Княжівська сільська рада,4624882600,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Корчівська сільська рада,4624882800,Белзька міська громада,UA46120010000054878,
Львівська область,Сокальський район,Телязька сільська рада,4624883100,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Лучицька сільська рада,4624883200,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Межирічанська сільська рада,4624883500,Червоноградська міська громада,UA46120130000026331,
Львівська область,Сокальський район,Мурованська сільська рада,4624883700,Белзька міська громада,UA46120010000054878,
Львівська область,Сокальський район,Варязька сільська рада,4624883900,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Острівська сільська рада,4624884200,Червоноградська міська громада,UA46120130000026331,
Львівська область,Сокальський район,Перв'ятицька сільська рада,4624884400,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Опільська сільська рада,4624884600,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Переспівська сільська рада,4624884800,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Поторицька сільська рада,4624885500,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Хоробрівська сільська рада,4624885700,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Реклинецька сільська рада,4624885900,Великомостівська міська громада,UA46120030000069375,
Львівська область,Сокальський район,Савчинська сільська рада,4624886200,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Свитазівська сільська рада,4624886400,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Сілецька сільська рада,4624886600,Червоноградська міська громада,UA46120130000026331,
Львівська область,Сокальський район,Скоморохівська сільська рада,4624886800,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Смиківська сільська рада,4624886900,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Стенятинська сільська рада,4624887200,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Тартаківська сільська рада,4624887400,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Тудорковичівська сільська рада,4624887800,Сокальська міська громада,UA46120110000062257,
Львівська область,Сокальський район,Хлівчанська сільська рада,4624888200,Белзька міська громада,UA46120010000054878,
Львівська область,Старосамбірський район,Старосамбірська міська рада,4625110100,Старосамбірська міська громада,UA46080150000050321,
Львівська область,Старосамбірський район,Добромильська міська рада,4625110300,Добромильська міська громада,UA46080050000015399,
Львівська область,Старосамбірський район,Хирівська міська рада,4625110700,Хирівська міська громада,UA46080210000051983,
Львівська область,Старосамбірський район,Нижанковицька селищна рада,4625155400,Добромильська міська громада,UA46080050000015399,
Львівська область,Старосамбірський район,Старосолянська селищна рада,4625155700,Старосамбірська міська громада,UA46080150000050321,
Львівська область,Старосамбірський район,Білицька сільська рада,4625180200,Старосамбірська міська громада,UA46080150000050321,
Львівська область,Старосамбірський район,Болозівська сільська рада,4625180400,Добромильська міська громада,UA46080050000015399,
Львівська область,Старосамбірський район,Боршевицька сільська рада,4625180500,Добромильська міська громада,UA46080050000015399,
Львівська область,Старосамбірський район,Великолінинська сільська рада,4625180600,Старосамбірська міська громада,UA46080150000050321,
Львівська область,Старосамбірський район,Великосільська сільська рада,4625180900,Старосамбірська міська громада,UA46080150000050321,
Львівська область,Старосамбірський район,Великосушицька сільська рада,4625181100,Хирівська міська громада,UA46080210000051983,
Львівська область,Старосамбірський район,Верхньолужоцька сільська рада,4625181300,Стрілківська сільська громада,UA46080170000064605,
Львівська область,Старосамбірський район,Волошинівська сільська рада,4625181500,Старосамбірська міська громада,UA46080150000050321,
Львівська область,Старосамбірський район,Волянська сільська рада,4625181700,Старосамбірська міська громада,UA46080150000050321,
Львівська область,Старосамбірський район,Головецька сільська рада,4625181900,Стрілківська сільська громада,UA46080170000064605,
Львівська область,Старосамбірський район,Грозівська сільська рада,4625182100,Стрілківська сільська громада,UA46080170000064605,
Львівська область,Старосамбірський район,Грушатицька сільська рада,4625182300,Добромильська міська громада,UA46080050000015399,
Львівська область,Старосамбірський район,Дроздовицька сільська рада,4625182600,Добромильська міська громада,UA46080050000015399,
Львівська область,Старосамбірський район,Княжпільська сільська рада,4625182900,Добромильська міська громада,UA46080050000015399,
Львівська область,Старосамбірський район,Конівська сільська рада,4625183000,Добромильська міська громада,UA46080050000015399,
Львівська область,Старосамбірський район,Лютовиська сільська рада,4625183100,Бісковицька сільська громада,UA46080010000010628,
Львівська область,Старосамбірський район,Міженецька сільська рада,4625183300,Добромильська міська громада,UA46080050000015399,
Львівська область,Старосамбірський район,Мурованська сільська рада,4625183500,Хирівська міська громада,UA46080210000051983,
Львівська область,Старосамбірський район,Мшанецька сільська рада,4625183700,Стрілківська сільська громада,UA46080170000064605,
Львівська область,Старосамбірський район,Новоміська сільська рада,4625183900,Добромильська міська громада,UA46080050000015399,
Львівська область,Старосамбірський район,Трушевицька сільська рада,4625184100,Добромильська міська громада,UA46080050000015399,
Львівська область,Старосамбірський район,Ріп'янська сільська рада,4625184300,Стрілківська сільська громада,UA46080170000064605,
Львівська область,Старосамбірський район,Скелівська сільська рада,4625184500,Хирівська міська громада,UA46080210000051983,
Львівська область,Старосамбірський район,Слохинівська сільська рада,4625184700,Хирівська міська громада,UA46080210000051983,
Львівська область,Старосамбірський район,Солянуватська сільська рада,4625184900,Добромильська міська громада,UA46080050000015399,
Львівська область,Старосамбірський район,Сусідовицька сільська рада,4625185100,Бісковицька сільська громада,UA46080010000010628,
Львівська область,Старосамбірський район,Старявська сільська рада,4625185300,Хирівська міська громада,UA46080210000051983,
Львівська область,Старосамбірський район,Страшевицька сільська рада,4625185500,Старосамбірська міська громада,UA46080150000050321,
Львівська область,Старосамбірський район,Стрілківська сільська рада,4625185700,Стрілківська сільська громада,UA46080170000064605,
Львівська область,Старосамбірський район,Стрільбицька сільська рада,4625185900,Старосамбірська міська громада,UA46080150000050321,
Львівська область,Старосамбірський район,Терлівська сільська рада,4625186100,Хирівська міська громада,UA46080210000051983,
Львівська область,Старосамбірський район,Тернавська сільська рада,4625186300,Добромильська міська громада,UA46080050000015399,
Львівська область,Старосамбірський район,Тершівська сільська рада,4625186600,Старосамбірська міська громада,UA46080150000050321,
Львівська область,Старосамбірський район,Тисовицька сільська рада,4625186800,Стрілківська сільська громада,UA46080170000064605,
Львівська область,Старосамбірський район,Топільницька сільська рада,4625187200,Стрілківська сільська громада,UA46080170000064605,
Львівська область,Старосамбірський район,Торчиновицька сільська рада,4625187400,Старосамбірська міська громада,UA46080150000050321,
Львівська область,Старосамбірський район,Тур'ївська сільська рада,4625187800,Стрілківська сільська громада,UA46080170000064605,
Львівська область,Старосамбірський район,Чаплівська сільська рада,4625188200,Хирівська міська громада,UA46080210000051983,
Львівська область,Старосамбірський район,Ясенице-Замківська сільська рада,4625188700,Стрілківська сільська громада,UA46080170000064605,
Львівська область,Стрийський район,Дашавська селищна рада,4625355300,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Братківцівська сільська рада,4625380100,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Вівнянська сільська рада,4625380200,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Воля-Задеревацька сільська рада,4625380300,Моршинська міська громада,UA46100130000048262,
Львівська область,Стрийський район,Гірненська сільська рада,4625380400,Грабовецько-Дулібівська сільська громада,UA46100030000016064,
Львівська область,Стрийський район,Голобутівська сільська рада,4625380500,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Грабовецька сільська рада,4625380600,Грабовецько-Дулібівська сільська громада,UA46100030000016064,
Львівська область,Стрийський район,Дідушицька сільська рада,4625380800,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Добрівлянська сільська рада,4625380900,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Добрянська сільська рада,4625381000,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Довголуцька сільська рада,4625381200,Грабовецько-Дулібівська сільська громада,UA46100030000016064,
Львівська область,Стрийський район,Долішненська сільська рада,4625381600,Моршинська міська громада,UA46100130000048262,
Львівська область,Стрийський район,Дулібівська сільська рада,4625382000,Грабовецько-Дулібівська сільська громада,UA46100030000016064,
Львівська область,Стрийський район,Жулинська сільська рада,4625382400,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Завадівська сільська рада,4625382600,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Загірненська сільська рада,4625382700,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Кавська сільська рада,4625382800,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Конюхівська сільська рада,4625383000,Грабовецько-Дулібівська сільська громада,UA46100030000016064,
Львівська область,Стрийський район,Ланівська сільська рада,4625383200,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Лисятицька сільська рада,4625383600,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Лисовицька сільська рада,4625384000,Моршинська міська громада,UA46100130000048262,
Львівська область,Стрийський район,Любинцівська сільська рада,4625384400,Грабовецько-Дулібівська сільська громада,UA46100030000016064,
Львівська область,Стрийський район,Миртюківська сільська рада,4625384600,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Монастирецька сільська рада,4625384700,Грабовецько-Дулібівська сільська громада,UA46100030000016064,
Львівська область,Стрийський район,Нежухівська сільська рада,4625384800,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Нижньостинавська сільська рада,4625385000,Грабовецько-Дулібівська сільська громада,UA46100030000016064,
Львівська область,Стрийський район,Підгірцівська сільська рада,4625385200,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Подорожненська сільська рада,4625385600,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,П'ятничанська сільська рада,4625385800,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Розгірченська сільська рада,4625385900,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Семигинівська сільська рада,4625386000,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Станківська сільська рада,4625386400,Моршинська міська громада,UA46100130000048262,
Львівська область,Стрийський район,Стрілківська сільська рада,4625386800,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Стриганцівська сільська рада,4625387000,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Стинавська сільська рада,4625387200,Грабовецько-Дулібівська сільська громада,UA46100030000016064,
Львівська область,Стрийський район,Сихівська сільська рада,4625387600,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Ходовицька сільська рада,4625388000,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Угерська сільська рада,4625388400,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Заплатинська сільська рада,4625388800,Стрийська міська громада,UA46100230000047305,
Львівська область,Стрийський район,Йосиповицька сільська рада,4625388900,Стрийська міська громада,UA46100230000047305,
Львівська область,Турківський район,Турківська міська рада,4625510100,Турківська міська громада,UA46080190000096121,
Львівська область,Турківський район,Боринська селищна рада,4625555300,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Бітлянська сільська рада,4625580300,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Боберківська сільська рада,4625580600,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Верхньовисоцька сільська рада,4625581300,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Верхньогусиненська сільська рада,4625581600,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Верхненська сільська рада,4625581900,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Верхньояблунська сільська рада,4625582200,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Головська сільська рада,4625582600,Східницька селищна громада,UA46020070000056149,
Львівська область,Турківський район,Завадівська сільська рада,4625582900,Турківська міська громада,UA46080190000096121,
Львівська область,Турківський район,Ільницька сільська рада,4625583200,Турківська міська громада,UA46080190000096121,
Львівська область,Турківський район,Ісаївська сільська рада,4625583400,Турківська міська громада,UA46080190000096121,
Львівська область,Турківський район,Карпатська сільська рада,4625583700,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Комарницька сільська рада,4625583900,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Красненська сільська рада,4625584200,Козівська сільська громада,UA46100090000076723,
Львівська область,Турківський район,Кривківська сільська рада,4625584400,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Ластівківська сільська рада,4625584600,Східницька селищна громада,UA46020070000056149,
Львівська область,Турківський район,Либохорська сільська рада,4625584900,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Лімнянська сільська рада,4625585100,Турківська міська громада,UA46080190000096121,
Львівська область,Турківський район,Риківська сільська рада,4625585600,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Мохнатська сільська рада,4625585700,Козівська сільська громада,UA46100090000076723,
Львівська область,Турківський район,Нижньовисоцька сільська рада,4625585900,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Нижньотурівська сільська рада,4625586200,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Нижньояблунська сільська рада,4625586500,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Присліпська сільська рада,4625586700,Турківська міська громада,UA46080190000096121,
Львівська область,Турківський район,Розлуцька сільська рада,4625586900,Турківська міська громада,UA46080190000096121,
Львівська область,Турківський район,Вовченська сільська рада,4625587000,Турківська міська громада,UA46080190000096121,
Львівська область,Турківський район,Сянківська сільська рада,4625587100,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Хащівська сільська рада,4625587200,Турківська міська громада,UA46080190000096121,
Львівська область,Турківський район,Шандровецька сільська рада,4625587300,Боринська селищна громада,UA46080030000048662,
Львівська область,Турківський район,Шум'яцька сільська рада,4625587400,Турківська міська громада,UA46080190000096121,
Львівська область,Турківський район,Явірська сільська рада,4625587800,Турківська міська громада,UA46080190000096121,
Львівська область,Турківський район,Ясеницька сільська рада,4625588200,Турківська міська громада,UA46080190000096121,
Львівська область,Яворівський район,Яворівська міська рада,4625810100,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Новояворівськ міська рада,4625810500,Новояворівська міська громада,UA46140050000054478,
Львівська область,Яворівський район,Івано-Франківська селищна рада,4625855300,Івано-Франківська селищна громада,UA46140010000081849,
Львівська область,Яворівський район,Краковецька селищна рада,4625855600,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Немирівська селищна рада,4625855900,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Шклівська селищна рада,4625856500,Новояворівська міська громада,UA46140050000054478,
Львівська область,Яворівський район,Бердихівська сільська рада,4625880400,Новояворівська міська громада,UA46140050000054478,
Львівська область,Яворівський район,Бірківська сільська рада,4625880800,Івано-Франківська селищна громада,UA46140010000081849,
Львівська область,Яворівський район,Бунівська сільська рада,4625881300,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Великопільська сільська рада,4625881600,Івано-Франківська селищна громада,UA46140010000081849,
Львівська область,Яворівський район,Верблянська сільська рада,4625881900,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Віжомлянська сільська рада,4625882200,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Вороцівська сільська рада,4625882900,Івано-Франківська селищна громада,UA46140010000081849,
Львівська область,Яворівський район,Добростанівська сільська рада,4625883200,Новояворівська міська громада,UA46140050000054478,
Львівська область,Яворівський район,Домажирська сільська рада,4625883600,Івано-Франківська селищна громада,UA46140010000081849,
Львівська область,Яворівський район,Дрогомишльська сільська рада,4625883900,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Завадівська сільська рада,4625884200,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Залузька сільська рада,4625884500,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Калинівська сільська рада,4625884700,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Кам'янобрідська сільська рада,4625884800,Новояворівська міська громада,UA46140050000054478,
Львівська область,Яворівський район,Лозинська сільська рада,4625885200,Івано-Франківська селищна громада,UA46140010000081849,
Львівська область,Яворівський район,Мальчицівська сільська рада,4625885500,Івано-Франківська селищна громада,UA46140010000081849,
Львівська область,Яворівський район,Мужиловичівська сільська рада,4625885700,Новояворівська міська громада,UA46140050000054478,
Львівська область,Яворівський район,Нагачівська сільська рада,4625886000,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Наконечнянська сільська рада,4625886100,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Порічанська сільська рада,4625886400,Івано-Франківська селищна громада,UA46140010000081849,
Львівська область,Яворівський район,Прилбичівська сільська рада,4625886700,Новояворівська міська громада,UA46140050000054478,
Львівська область,Яворівський район,Рогізненська сільська рада,4625887000,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Рясне-Руська сільська рада,4625887500,Львівська міська громада,UA46060250000025047,
Львівська область,Яворівський район,Любинська сільська рада,4625887600,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Свидницька сільська рада,4625887800,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Середкевичівська сільська рада,4625888200,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Смолинська сільська рада,4625888400,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Старичівська сільська рада,4625888500,Новояворівська міська громада,UA46140050000054478,
Львівська область,Яворівський район,Терновицька сільська рада,4625888600,Новояворівська міська громада,UA46140050000054478,
Львівська область,Яворівський район,Чернилявська сільська рада,4625888800,Яворівська міська громада,UA46140110000063568,
Львівська область,Яворівський район,Ясниська сільська рада,4625889200,Івано-Франківська селищна громада,UA46140010000081849,
Миколаївська область,м.Миколаїв,Миколаївська міська рада,4810100000,Миколаївська міська громада,UA48060150000071713,
Миколаївська область,м.Вознесенськ,Вознесенська міська рада,4810200000,Вознесенська міська громада,UA48040070000056126,
Миколаївська область,м.Очаків,Очаківська міська рада,4810300000,Очаківська міська громада,UA48060250000061313,
Миколаївська область,м.Первомайськ,Первомайська міська рада,4810400000,Первомайська міська громада,UA48080130000028458,
Миколаївська область,м.Южноукраїнськ,Южноукраїнська міська рада,4810800000,Южноукраїнська міська громада,UA48040250000044166,
Миколаївська область,Арбузинський район,Арбузинська селищна рада,4820355100,Арбузинська селищна громада,UA48080010000048763,
Миколаївська область,Арбузинський район,Костянтинівська селищна рада,4820355700,Южноукраїнська міська громада,UA48040250000044166,
Миколаївська область,Арбузинський район,Агрономійська сільська рада,4820380100,Арбузинська селищна громада,UA48080010000048763,
Миколаївська область,Арбузинський район,Благодатненська сільська рада,4820380400,Благодатненська сільська громада,UA48080030000050927,
Миколаївська область,Арбузинський район,Воєводська сільська рада,4820380700,Благодатненська сільська громада,UA48080030000050927,
Миколаївська область,Арбузинський район,Іванівська сільська рада,4820381000,Южноукраїнська міська громада,UA48040250000044166,
Миколаївська область,Арбузинський район,Кавунівська сільська рада,4820381500,Арбузинська селищна громада,UA48080010000048763,
Миколаївська область,Арбузинський район,Любоіванівська сільська рада,4820381800,Благодатненська сільська громада,UA48080030000050927,
Миколаївська область,Арбузинський район,Новогригорівська сільська рада,4820382000,Благодатненська сільська громада,UA48080030000050927,
Миколаївська область,Арбузинський район,Новокрасненська сільська рада,4820382200,Арбузинська селищна громада,UA48080010000048763,
Миколаївська область,Арбузинський район,Новоселівська сільська рада,4820382600,Арбузинська селищна громада,UA48080010000048763,
