Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Категорія ,Назва об'єкта українською мовою
2600000000,2610200000,2610291600,2610291603,С,БУКОВЕЦЬ
2600000000,2610200000,2610292000,,,ТИСІВСЬКА/С.ТИСІВ
2600000000,2610200000,2610292000,2610292001,С,ТИСІВ
2600000000,2610200000,2610292000,2610292005,С,ТАНЯВА
2600000000,2610300000,,,М,БУРШТИН
2600000000,2610300000,2610390000,,,"НАСЕЛЕНІ ПУНКТИ, ПІДПОРЯДКОВАНІ БУРШТИНСЬКІЙ МІСЬКРАДІ"
2600000000,2610300000,2610390000,2610390001,С,ВИГІВКА
2600000000,2610400000,,,М,КАЛУШ
2600000000,2610400000,2610490000,,,"НАСЕЛЕНI ПУНКТИ, ПIДПОРЯДКОВАНI КАЛУСЬКIЙ МIСЬКРАДI"
2600000000,2610400000,2610490000,2610490001,С,БАБИН-ЗАРІЧНИЙ
2600000000,2610400000,2610490000,2610490002,С,ВІСТОВА
2600000000,2610400000,2610490000,2610490003,С,КРОПИВНИК
2600000000,2610400000,2610490000,2610490004,С,МОСТИЩЕ
2600000000,2610400000,2610490000,2610490005,С,СЕРЕДНІЙ БАБИН
2600000000,2610400000,2610490000,2610490006,С,СІВКА-КАЛУСЬКА
2600000000,2610400000,2610490000,2610490007,С,СТУДІНКА
2600000000,2610600000,,,М,КОЛОМИЯ
2600000000,2610600000,2610690000,,,"НАСЕЛЕНI ПУНКТИ, ПIДПОРЯДКОВАНI КОЛОМИЙСЬКIЙ МIСЬКРАДI"
2600000000,2610600000,2610690000,2610690001,С,ВОСКРЕСИНЦІ
2600000000,2610600000,2610690000,2610690002,С,ІВАНІВЦІ
2600000000,2610600000,2610690000,2610690003,С,КУБАЇВКА
2600000000,2610600000,2610690000,2610690004,С,САДЖАВКА
2600000000,2610600000,2610690000,2610690005,С,ТОВМАЧИК
2600000000,2610600000,2610690000,2610690006,С,ШЕПАРІВЦІ
2600000000,2611000000,,,М,ЯРЕМЧЕ
2600000000,2611000000,2611040000,,,"СЕЛИЩА МІСЬКОГО ТИПУ, ПІДПОРЯДКОВАНІ ЯРЕМЧАНСЬКІЙ МІСЬКРАДІ"
2600000000,2611000000,2611040300,,Т,ВОРОХТА
2600000000,2611000000,2611090000,,,"СІЛЬРАДИ, ПІДПОРЯДКОВАНІ ЯРЕМЧАНСЬКІЙ МІСЬКРАДІ"
2600000000,2611000000,2611091200,,,ТАТАРІВСЬКА/С.ТАТАРІВ
2600000000,2611000000,2611091200,2611091201,С,ТАТАРІВ
2600000000,2611000000,2611091500,,,МИКУЛИЧИНСЬКА/С.МИКУЛИЧИН
2600000000,2611000000,2611091500,2611091501,С,МИКУЛИЧИН
2600000000,2611000000,2611092000,,,ПОЛЯНИЦЬКА/С.ПОЛЯНИЦЯ
2600000000,2611000000,2611092000,2611092001,С,ПОЛЯНИЦЯ
2600000000,2611000000,2611093000,,,ЯБЛУНИЦЬКА/С.ЯБЛУНИЦЯ
2600000000,2611000000,2611093000,2611093001,С,ЯБЛУНИЦЯ
2600000000,2611000000,2611093000,2611093003,С,ВОРОНЕНКО
2600000000,2620000000,,,,РАЙОНИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ
2600000000,2620400000,,,,БОГОРОДЧАНСЬКИЙ РАЙОН/СМТ БОГОРОДЧАНИ
2600000000,2620400000,2620455000,,,СЕЛИЩА МІСЬКОГО ТИПУ БОГОРОДЧАНСЬКОГО Р-НУ
2600000000,2620400000,2620455100,,Т,БОГОРОДЧАНИ
2600000000,2620400000,2620455500,,Т,СОЛОТВИН
2600000000,2620400000,2620480000,,,СІЛЬРАДИ БОГОРОДЧАНСЬКОГО Р-НУ
2600000000,2620400000,2620480400,,,БАБЧЕНСЬКА/С.БАБЧЕ
2600000000,2620400000,2620480400,2620480401,С,БАБЧЕ
2600000000,2620400000,2620480600,,,БОГРІВСЬКА/С.БОГРІВКА
2600000000,2620400000,2620480600,2620480601,С,БОГРІВКА
2600000000,2620400000,2620480800,,,ГЛИБОКІВСЬКА/С.ГЛИБОКЕ
2600000000,2620400000,2620480800,2620480801,С,ГЛИБОКЕ
2600000000,2620400000,2620480900,,,ГЛИБІВСЬКА/С.ГЛИБІВКА
2600000000,2620400000,2620480900,2620480901,С,ГЛИБІВКА
2600000000,2620400000,2620481200,,,ГОРОХОЛИНСЬКА/С.ГОРОХОЛИНА
2600000000,2620400000,2620481200,2620481201,С,ГОРОХОЛИНА
2600000000,2620400000,2620481200,2620481202,С,ГОРОХОЛИН ЛІС
2600000000,2620400000,2620481600,,,ГРАБОВЕЦЬКА/С.ГРАБОВЕЦЬ
2600000000,2620400000,2620481600,2620481601,С,ГРАБОВЕЦЬ
2600000000,2620400000,2620481600,2620481603,С,КОПАЧІВКА
2600000000,2620400000,2620482000,,,ГУТЯНСЬКА/С.ГУТА
2600000000,2620400000,2620482000,2620482001,С,ГУТА
2600000000,2620400000,2620482000,2620482002,С,СТАРА ГУТА
2600000000,2620400000,2620482400,,,ДЗВИНЯЦЬКА/С.ДЗВИНЯЧ
2600000000,2620400000,2620482400,2620482401,С,ДЗВИНЯЧ
2600000000,2620400000,2620482400,2620482402,С,КОСМАЧ
2600000000,2620400000,2620482400,2620482403,С,МІЖГІР'Я
2600000000,2620400000,2620482400,2620482404,С,РОСІЛЬНА
2600000000,2620400000,2620482800,,,ЖУРАКІВСЬКА/С.ЖУРАКИ
2600000000,2620400000,2620482800,2620482801,С,ЖУРАКИ
2600000000,2620400000,2620482900,,,ЗАБЕРЕЗЬКА/С.ЗАБЕРЕЖЖЯ
2600000000,2620400000,2620482900,2620482901,С,ЗАБЕРЕЖЖЯ
2600000000,2620400000,2620483200,,,ІВАНИКІВСЬКА/С.ІВАНИКІВКА
2600000000,2620400000,2620483200,2620483201,С,ІВАНИКІВКА
2600000000,2620400000,2620483800,,,КРИВЕЦЬКА/С.КРИВЕЦЬ
2600000000,2620400000,2620483800,2620483801,С,КРИВЕЦЬ
2600000000,2620400000,2620484000,,,КРИЧКІВСЬКА/С.КРИЧКА
2600000000,2620400000,2620484000,2620484001,С,КРИЧКА
2600000000,2620400000,2620484400,,,ЛУКВИЦЬКА/С.ЛУКВИЦЯ
2600000000,2620400000,2620484400,2620484401,С,ЛУКВИЦЯ
2600000000,2620400000,2620484800,,,МАНЯВСЬКА/С.МАНЯВА
2600000000,2620400000,2620484800,2620484801,С,МАНЯВА
2600000000,2620400000,2620484800,2620484802,Щ,БОЙКИ
2600000000,2620400000,2620485200,,,МАРКІВСЬКА/С.МАРКОВА
2600000000,2620400000,2620485200,2620485201,С,МАРКОВА
2600000000,2620400000,2620486400,,,МОНАСТИРЧАНСЬКА/С.МОНАСТИРЧАНИ
2600000000,2620400000,2620486400,2620486401,С,МОНАСТИРЧАНИ
2600000000,2620400000,2620487200,,,ПІДГІРСЬКА/С.ПІДГІР'Я
2600000000,2620400000,2620487200,2620487201,С,ПІДГІР'Я
2600000000,2620400000,2620487200,2620487202,С,ДІБРОВА
2600000000,2620400000,2620487600,,,ПОРОГІВСЬКА/С.ПОРОГИ
2600000000,2620400000,2620487600,2620487601,С,ПОРОГИ
2600000000,2620400000,2620487800,,,ПОХІВСЬКА/С.ПОХІВКА
2600000000,2620400000,2620487800,2620487801,С,ПОХІВКА
2600000000,2620400000,2620488000,,,РАКОВЕЦЬКА/С.РАКОВЕЦЬ
2600000000,2620400000,2620488000,2620488001,С,РАКОВЕЦЬ
2600000000,2620400000,2620488400,,,САДЖАВСЬКА/С.САДЖАВА
2600000000,2620400000,2620488400,2620488401,С,САДЖАВА
2600000000,2620400000,2620488600,,,СТАРОБОГОРОДЧАНСЬКА/С.СТАРІ БОГОРОДЧАНИ
2600000000,2620400000,2620488600,2620488601,С,СТАРІ БОГОРОДЧАНИ
2600000000,2620400000,2620488600,2620488602,С,СКОБИЧІВКА
2600000000,2620400000,2620488600,2620488603,С,ГРИНІВКА
2600000000,2620400000,2620488600,2620488604,С,ЛЕСІВКА
2600000000,2620400000,2620488600,2620488605,С,НИВОЧИН
2600000000,2620400000,2620488800,,,СТАРУНСЬКА/С.СТАРУНЯ
2600000000,2620400000,2620488800,2620488801,С,СТАРУНЯ
2600000000,2620400000,2620488800,2620488802,С,ЛАСТІВЦІ
2600000000,2620400000,2620489000,,,ХМЕЛІВСЬКА/С.ХМЕЛІВКА
2600000000,2620400000,2620489000,2620489001,С,ХМЕЛІВКА
2600000000,2620400000,2620489200,,,ЯБЛУНСЬКА/С.ЯБЛУНЬКА
2600000000,2620400000,2620489200,2620489201,С,ЯБЛУНЬКА
2600000000,2620800000,,,,ВЕРХОВИНСЬКИЙ РАЙОН/СМТ ВЕРХОВИНА
2600000000,2620800000,2620855000,,,СЕЛИЩА МІСЬКОГО ТИПУ ВЕРХОВИНСЬКОГО Р-НУ
2600000000,2620800000,2620855100,,Т,ВЕРХОВИНА
2600000000,2620800000,2620855100,2620855101,С,ВІПЧЕ
2600000000,2620800000,2620880000,,,СІЛЬРАДИ ВЕРХОВИНСЬКОГО Р-НУ
2600000000,2620800000,2620880500,,,БІЛОБЕРІЗЬКА/С.БІЛОБЕРІЗКА
2600000000,2620800000,2620880500,2620880501,С,БІЛОБЕРІЗКА
2600000000,2620800000,2620880500,2620880502,С,БАРВІНКІВ
2600000000,2620800000,2620880500,2620880503,С,УСТЕРІКИ
2600000000,2620800000,2620880500,2620880504,С,ХОРОЦЕВЕ
2600000000,2620800000,2620881000,,,БИСТРЕЦЬКА/С.БИСТРЕЦЬ
2600000000,2620800000,2620881000,2620881001,С,БИСТРЕЦЬ
2600000000,2620800000,2620881000,2620881002,С,ДЗЕМБРОНЯ
2600000000,2620800000,2620881300,,,БУКОВЕЦЬКА/С.БУКОВЕЦЬ
2600000000,2620800000,2620881300,2620881301,С,БУКОВЕЦЬ
2600000000,2620800000,2620881300,2620881307,С,ЧЕРЕТІВ
2600000000,2620800000,2620881500,,,ВЕРХНЬОЯСЕНІВСЬКА/С.ВЕРХНІЙ ЯСЕНІВ
2600000000,2620800000,2620881500,2620881501,С,ВЕРХНІЙ ЯСЕНІВ
2600000000,2620800000,2620881500,2620881503,С,РІВНЯ
2600000000,2620800000,2620882000,,,ГОЛІВСЬКА/С.ГОЛОВИ
2600000000,2620800000,2620882000,2620882001,С,ГОЛОВИ
2600000000,2620800000,2620882000,2620882002,С,ЧОРНА РІЧКА
2600000000,2620800000,2620882200,,,ГОЛОШИНСЬКА/С.ГОЛОШИНА
2600000000,2620800000,2620882200,2620882201,С,ГОЛОШИНА
2600000000,2620800000,2620882500,,,ГРИНЯВСЬКА/С.ГРИНЯВА
2600000000,2620800000,2620882500,2620882501,С,ГРИНЯВА
2600000000,2620800000,2620882500,2620882502,С,БІЛА РІЧКА
2600000000,2620800000,2620883000,,,ДОВГОПІЛЬСЬКА/С.ДОВГОПОЛЕ
2600000000,2620800000,2620883000,2620883001,С,ДОВГОПОЛЕ
2600000000,2620800000,2620883000,2620883002,С,КОХАН
2600000000,2620800000,2620883000,2620883003,С,ПОЛЯНКИ
2600000000,2620800000,2620883500,,,ЗАМАГІРСЬКА/С.ЗАМАГОРА
2600000000,2620800000,2620883500,2620883501,С,ЗАМАГОРА
2600000000,2620800000,2620884000,,,ЗЕЛЕНСЬКА/С.ЗЕЛЕНЕ
2600000000,2620800000,2620884000,2620884001,С,ЗЕЛЕНЕ
2600000000,2620800000,2620884000,2620884002,С,БУРКУТ
2600000000,2620800000,2620884000,2620884003,С,ТОПІЛЬЧЕ
2600000000,2620800000,2620884000,2620884004,С,ЯВІРНИК
2600000000,2620800000,2620884100,,,ІЛЬЦІВСЬКА/С.ІЛЬЦІ
2600000000,2620800000,2620884100,2620884101,С,ІЛЬЦІ
2600000000,2620800000,2620884100,2620884103,С,ВЕЛИКИЙ ХОДАК
2600000000,2620800000,2620884300,,,КРАСНИКІВСЬКА/С.КРАСНИК
2600000000,2620800000,2620884300,2620884301,С,КРАСНИК
2600000000,2620800000,2620884500,,,КРАСНОЇЛЬСЬКА/С.КРАСНОЇЛЛЯ
2600000000,2620800000,2620884500,2620884501,С,КРАСНОЇЛЛЯ
2600000000,2620800000,2620884500,2620884502,С,ВИГОДА
2600000000,2620800000,2620885000,,,КРИВОПІЛЬСЬКА/С.КРИВОПІЛЛЯ
2600000000,2620800000,2620885000,2620885001,С,КРИВОПІЛЛЯ
2600000000,2620800000,2620885000,2620885002,С,ВОЛОВА
2600000000,2620800000,2620885000,2620885003,С,СТАЇЩЕ
2600000000,2620800000,2620885500,,,КРИВОРІВНЯНСЬКА/С.КРИВОРІВНЯ
2600000000,2620800000,2620885500,2620885501,С,КРИВОРІВНЯ
2600000000,2620800000,2620885500,2620885502,С,БЕРЕЖНИЦЯ
2600000000,2620800000,2620886000,,,ПЕРЕХРЕСНЕНСЬКА/С.ПЕРЕХРЕСНЕ
2600000000,2620800000,2620886000,2620886001,С,ПЕРЕХРЕСНЕ
2600000000,2620800000,2620886500,,,ПРОБІЙНІВСЬКА/С.ПРОБІЙНІВКА
2600000000,2620800000,2620886500,2620886501,С,ПРОБІЙНІВКА
2600000000,2620800000,2620886500,2620886502,С,ГРАМОТНЕ
2600000000,2620800000,2620886500,2620886503,Щ,СТОВПНІ
2600000000,2620800000,2620887000,,,СТЕБНІВСЬКА/С.СТЕБНІ
2600000000,2620800000,2620887000,2620887001,С,СТЕБНІ
2600000000,2620800000,2620888000,,,ЯБЛУНИЦЬКА/С.ЯБЛУНИЦЯ
2600000000,2620800000,2620888000,2620888001,С,ЯБЛУНИЦЯ
2600000000,2620800000,2620888000,2620888002,С,СЕНЬКІВСЬКЕ
2600000000,2620800000,2620888000,2620888003,С,ЧЕРЕМОШНА
2600000000,2621200000,,,,ГАЛИЦЬКИЙ РАЙОН/М.ГАЛИЧ
2600000000,2621200000,2621210000,,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ ГАЛИЦЬКОГО Р-НУ
2600000000,2621200000,2621210100,,М,ГАЛИЧ
2600000000,2621200000,2621255000,,,СЕЛИЩА МІСЬКОГО ТИПУ ГАЛИЦЬКОГО Р-НУ
2600000000,2621200000,2621255300,,Т,БІЛЬШІВЦІ
2600000000,2621200000,2621255300,2621255301,С,СЛОБІДКА БІЛЬШІВЦІВСЬКА
2600000000,2621200000,2621255300,2621255302,С,ЖАЛИБОРИ
2600000000,2621200000,2621255300,2621255303,С,ЗАГІР'Я-КУКІЛЬНИЦЬКЕ
2600000000,2621200000,2621255300,2621255304,С,КІНАШІВ
2600000000,2621200000,2621255300,2621255305,С,КУКІЛЬНИКИ
2600000000,2621200000,2621255300,2621255306,С,КУРІВ
2600000000,2621200000,2621255300,2621255307,С,НАРАЇВКА
2600000000,2621200000,2621255300,2621255308,С,ПОДІЛЛЯ
2600000000,2621200000,2621255300,2621255309,С,ЯБЛУНІВ
2600000000,2621200000,2621280000,,,СІЛЬРАДИ ГАЛИЦЬКОГО Р-НУ
2600000000,2621200000,2621280300,,,БЛЮДНИКІВСЬКА/С.БЛЮДНИКИ
2600000000,2621200000,2621280300,2621280301,С,БЛЮДНИКИ
2600000000,2621200000,2621280300,2621280302,С,ГАННІВЦІ
2600000000,2621200000,2621280300,2621280303,С,КУРИПІВ
2600000000,2621200000,2621280300,2621280304,С,ПУКАСІВЦІ
2600000000,2621200000,2621280300,2621280305,С,ТЕМИРІВЦІ
2600000000,2621200000,2621280600,,,БОВШІВСЬКА/С.БОВШІВ
2600000000,2621200000,2621280600,2621280601,С,БОВШІВ
2600000000,2621200000,2621280900,,,БРИНСЬКА/С.БРИНЬ
2600000000,2621200000,2621280900,2621280901,С,БРИНЬ
2600000000,2621200000,2621281200,,,ВІКТОРІВСЬКА/С.ВІКТОРІВ
2600000000,2621200000,2621281200,2621281201,С,ВІКТОРІВ
2600000000,2621200000,2621281300,,,ВИСОЧАНКІВСЬКА/С.ВИСОЧАНКА
2600000000,2621200000,2621281300,2621281301,С,ВИСОЧАНКА
2600000000,2621200000,2621281500,,,ДЕЛІЇВСЬКА/С.ДЕЛІЄВЕ
2600000000,2621200000,2621281500,2621281501,С,ДЕЛІЄВЕ
2600000000,2621200000,2621281500,2621281502,С,БИШІВ
2600000000,2621200000,2621281800,,,ДЕМЕШКІВСЬКА/С.ДЕМЕШКІВЦІ
2600000000,2621200000,2621281800,2621281801,С,ДЕМЕШКІВЦІ
2600000000,2621200000,2621281800,2621281802,С,НІМШИН
2600000000,2621200000,2621281800,2621281803,С,ПОПЛАВНИКИ
2600000000,2621200000,2621281800,2621281804,С,ПРИДНІСТРОВ'Я
2600000000,2621200000,2621282000,,,ДЕМ'ЯНІВСЬКА/С.ДЕМ'ЯНІВ
2600000000,2621200000,2621282000,2621282001,С,ДЕМ'ЯНІВ
2600000000,2621200000,2621282400,,,ДИТЯТИНСЬКА/С.ДИТЯТИН
2600000000,2621200000,2621282400,2621282401,С,ДИТЯТИН
2600000000,2621200000,2621282400,2621282402,С,НАБЕРЕЖНЕ
2600000000,2621200000,2621282400,2621282403,С,ХОХОНІВ
2600000000,2621200000,2621282600,,,ДОРОГІВСЬКА/С.ДОРОГІВ
2600000000,2621200000,2621282600,2621282601,С,ДОРОГІВ
2600000000,2621200000,2621282600,2621282602,С,КОЛОДІЇВ
2600000000,2621200000,2621282900,,,ДУБОВЕЦЬКА/С.ДУБІВЦІ
2600000000,2621200000,2621282900,2621282901,С,ДУБІВЦІ
2600000000,2621200000,2621283200,,,ЗАДНІСТРЯНСЬКА/С.ЗАДНІСТРЯНСЬКЕ
2600000000,2621200000,2621283200,2621283201,С,ЗАДНІСТРЯНСЬКЕ
2600000000,2621200000,2621283300,,,ЗАЛУКВЯНСЬКА/С.ЗАЛУКВА
2600000000,2621200000,2621283300,2621283301,С,ЗАЛУКВА
2600000000,2621200000,2621283300,2621283302,С,ШЕВЧЕНКОВЕ
2600000000,2621200000,2621283900,,,КІНЧАКІВСЬКА/С.КІНЧАКИ
2600000000,2621200000,2621283900,2621283901,С,КІНЧАКИ
2600000000,2621200000,2621283900,2621283902,С,КРЕМИДІВ
2600000000,2621200000,2621283900,2621283903,С,ОЗЕРЦЕ
2600000000,2621200000,2621283900,2621283904,С,САДКИ
2600000000,2621200000,2621284200,,,КОМАРІВСЬКА/С.КОМАРІВ
2600000000,2621200000,2621284200,2621284201,С,КОМАРІВ
2600000000,2621200000,2621284200,2621284202,С,СОКІЛ
2600000000,2621200000,2621284500,,,КОРОСТОВИЧІВСЬКА/С.КОРОСТОВИЧІ
2600000000,2621200000,2621284500,2621284501,С,КОРОСТОВИЧІ
2600000000,2621200000,2621284500,2621284502,С,КУРОПАТНИКИ
2600000000,2621200000,2621284800,,,КРИЛОСІВСЬКА/С.КРИЛОС
2600000000,2621200000,2621284800,2621284801,С,КРИЛОС
2600000000,2621200000,2621284900,,,ЛАНІВСЬКА/С.ЛАНИ
2600000000,2621200000,2621284900,2621284901,С,ЛАНИ
2600000000,2621200000,2621285300,,,МАРІЯМПІЛЬСЬКА/С.МАРІЯМПІЛЬ
2600000000,2621200000,2621285300,2621285301,С,МАРІЯМПІЛЬ
2600000000,2621200000,2621285300,2621285302,С,ВОДНИКИ
2600000000,2621200000,2621285400,,,МЕДУХІВСЬКА/С.МЕДУХА
2600000000,2621200000,2621285400,2621285401,С,МЕДУХА
2600000000,2621200000,2621285400,2621285402,С,ВОРОНИЦЯ
2600000000,2621200000,2621285500,,,МЕДИНСЬКА/С.МЕДИНЯ
2600000000,2621200000,2621285500,2621285501,С,МЕДИНЯ
2600000000,2621200000,2621285700,,,НАСТАШИНСЬКА/С.НАСТАШИНЕ
2600000000,2621200000,2621285700,2621285701,С,НАСТАШИНЕ
2600000000,2621200000,2621285700,2621285702,С,КУНИЧІ
2600000000,2621200000,2621285800,,,НОВОСКОМОРОХІВСЬКА/С.НОВІ СКОМОРОХИ
2600000000,2621200000,2621285800,2621285801,С,НОВІ СКОМОРОХИ
2600000000,2621200000,2621285800,2621285802,С,ПІДШУМЛЯНЦІ
2600000000,2621200000,2621285800,2621285803,С,СТАРІ СКОМОРОХИ
2600000000,2621200000,2621286000,,,ОЗЕРЯНСЬКА/С.ОЗЕРЯНИ
2600000000,2621200000,2621286000,2621286001,С,ОЗЕРЯНИ
2600000000,2621200000,2621286000,2621286003,С,СЛОБОДА
2600000000,2621200000,2621286100,,,МЕЖИГОРЕЦЬКА/С.МЕЖИГІРЦІ
2600000000,2621200000,2621286100,2621286101,С,МЕЖИГІРЦІ
2600000000,2621200000,2621286200,,,ПЕРЛІВЕЦЬКА/С.ПЕРЛІВЦІ
2600000000,2621200000,2621286200,2621286201,С,ПЕРЛІВЦІ
2600000000,2621200000,2621286200,2621286202,С,ОСТРІВ
2600000000,2621200000,2621286200,2621286203,С,СУБОТІВ
2600000000,2621200000,2621286500,,,САПОГІВСЬКА/С.САПОГІВ
2600000000,2621200000,2621286500,2621286501,С,САПОГІВ
2600000000,2621200000,2621286600,,,СТАРОМАРТИНІВСЬКА/С.СТАРИЙ МАРТИНІВ
2600000000,2621200000,2621286600,2621286601,С,СТАРИЙ МАРТИНІВ
2600000000,2621200000,2621286600,2621286603,С,РІЗДВЯНИ
2600000000,2621200000,2621287000,,,ТЕНЕТНИКІВСЬКА/С.ТЕНЕТНИКИ
2600000000,2621200000,2621287000,2621287001,С,ТЕНЕТНИКИ
2600000000,2621200000,2621287000,2621287002,С,НОВИЙ МАРТИНІВ
2600000000,2621200000,2621287200,,,ТУМИРСЬКА/С.ТУМИР
2600000000,2621200000,2621287200,2621287201,С,ТУМИР
2600000000,2621200000,2621287300,,,ТУСТАНСЬКА/С.ТУСТАНЬ
2600000000,2621200000,2621287300,2621287301,С,ТУСТАНЬ
2600000000,2621600000,,,,ГОРОДЕНКІВСЬКИЙ РАЙОН/М.ГОРОДЕНКА
2600000000,2621600000,2621610000,,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ ГОРОДЕНКІВСЬКОГО Р-НУ
2600000000,2621600000,2621610100,,М,ГОРОДЕНКА
2600000000,2621600000,2621655000,,,СЕЛИЩА МІСЬКОГО ТИПУ ГОРОДЕНКІВСЬКОГО Р-НУ
2600000000,2621600000,2621655700,,Т,ЧЕРНЕЛИЦЯ
2600000000,2621600000,2621655700,2621655702,С,ХМЕЛЕВА
2600000000,2621600000,2621680000,,,СІЛЬРАДИ ГОРОДЕНКІВСЬКОГО Р-НУ
2600000000,2621600000,2621680100,,,ВЕРБІВЦІВСЬКА/С.ВЕРБІВЦІ
2600000000,2621600000,2621680100,2621680101,С,ВЕРБІВЦІ
2600000000,2621600000,2621680200,,,ВИНОГРАДСЬКА/С.ВИНОГРАД
2600000000,2621600000,2621680200,2621680201,С,ВИНОГРАД
2600000000,2621600000,2621680200,2621680202,С,ХВАЛИБОГА
2600000000,2621600000,2621680400,,,ГЛУШКІВСЬКА/С.ГЛУШКІВ
2600000000,2621600000,2621680400,2621680401,С,ГЛУШКІВ
2600000000,2621600000,2621680500,,,ГОРОДНИЦЬКА/С.ГОРОДНИЦЯ
2600000000,2621600000,2621680500,2621680501,С,ГОРОДНИЦЯ
2600000000,2621600000,2621680500,2621680503,С,ПЕРЕДІВАННЯ
2600000000,2621600000,2621680800,,,ДАЛЕШІВСЬКА/С.ДАЛЕШОВЕ
2600000000,2621600000,2621680800,2621680801,С,ДАЛЕШОВЕ
2600000000,2621600000,2621680800,2621680803,С,ДУБКИ
2600000000,2621600000,2621680800,2621680805,С,КОЛІНКИ
2600000000,2621600000,2621680800,2621680807,С,РЕПУЖИНЦІ
2600000000,2621600000,2621681300,,,КОПАЧИНЕЦЬКА/С.КОПАЧИНЦІ
2600000000,2621600000,2621681300,2621681301,С,КОПАЧИНЦІ
2600000000,2621600000,2621681500,,,КОРНІВСЬКА/С.КОРНІВ
2600000000,2621600000,2621681500,2621681501,С,КОРНІВ
2600000000,2621600000,2621681600,,,КОТИКІВСЬКА/С.КОТИКІВКА
2600000000,2621600000,2621681600,2621681601,С,КОТИКІВКА
2600000000,2621600000,2621681700,,,КУНИСІВСЬКА/С.КУНИСІВЦІ
2600000000,2621600000,2621681700,2621681701,С,КУНИСІВЦІ
2600000000,2621600000,2621682000,,,ЛУКІВСЬКА/С.ЛУКА
2600000000,2621600000,2621682000,2621682001,С,ЛУКА
2600000000,2621600000,2621682000,2621682003,С,МОНАСТИРОК
2600000000,2621600000,2621682000,2621682005,С,УНІЖ
2600000000,2621600000,2621682100,,,ЧОРТОВЕЦЬКА/С.ЧОРТОВЕЦЬ
2600000000,2621600000,2621682100,2621682101,С,ЧОРТОВЕЦЬ
2600000000,2621600000,2621682200,,,МИХАЛЬЧІВСЬКА/С.МИХАЛЬЧЕ
2600000000,2621600000,2621682200,2621682201,С,МИХАЛЬЧЕ
2600000000,2621600000,2621682200,2621682202,С,БІЛКА
2600000000,2621600000,2621682300,,,НЕЗВИСЬКА/С.НЕЗВИСЬКО
2600000000,2621600000,2621682300,2621682301,С,НЕЗВИСЬКО
2600000000,2621600000,2621682300,2621682303,С,ВОРОНІВ
2600000000,2621600000,2621682600,,,ВІКНЯНСЬКА/С.ВІКНО
2600000000,2621600000,2621682600,2621682601,С,ВІКНО
2600000000,2621600000,2621682900,,,ОЛІЄВО-КОРОЛІВСЬКА/С.ОЛІЄВО-КОРОЛІВКА
2600000000,2621600000,2621682900,2621682901,С,ОЛІЄВО-КОРОЛІВКА
2600000000,2621600000,2621682900,2621682902,С,НОВОСЕЛІВКА
2600000000,2621600000,2621682900,2621682903,С,ОЛІЄВО-КОРНІВ
2600000000,2621600000,2621683000,,,ВІЛЬХІВЦІВСЬКА/С.ВІЛЬХІВЦІ
2600000000,2621600000,2621683000,2621683001,С,ВІЛЬХІВЦІ
2600000000,2621600000,2621683100,,,ОСТРІВЕЦЬКА/С.ОСТРІВЕЦЬ
2600000000,2621600000,2621683100,2621683101,С,ОСТРІВЕЦЬ
2600000000,2621600000,2621683100,2621683102,С,РОГИНЯ
2600000000,2621600000,2621683400,,,ПОТОЧИЩЕНСЬКА/С.ПОТОЧИЩЕ
2600000000,2621600000,2621683400,2621683401,С,ПОТОЧИЩЕ
2600000000,2621600000,2621683700,,,РАКОВЕЦЬКА/С.РАКОВЕЦЬ
2600000000,2621600000,2621683700,2621683701,С,РАКОВЕЦЬ
2600000000,2621600000,2621683700,2621683703,С,СЕМЕНІВКА
2600000000,2621600000,2621684000,,,РАШКІВСЬКА/С.РАШКІВ
2600000000,2621600000,2621684000,2621684001,С,РАШКІВ
2600000000,2621600000,2621684000,2621684002,Щ,ЯКУБІВКА
2600000000,2621600000,2621684300,,,РОСОХАЦЬКА/С.РОСОХАЧ
2600000000,2621600000,2621684300,2621684301,С,РОСОХАЧ
2600000000,2621600000,2621684300,2621684302,С,ПРИКМИЩЕ
2600000000,2621600000,2621684600,,,СЕМАКІВСЬКА/С.СЕМАКІВЦІ
2600000000,2621600000,2621684600,2621684601,С,СЕМАКІВЦІ
2600000000,2621600000,2621684900,,,СЕРАФИНЕЦЬКА/С.СЕРАФИНЦІ
2600000000,2621600000,2621684900,2621684901,С,СЕРАФИНЦІ
2600000000,2621600000,2621685200,,,СЛОБІДСЬКА/С.СЛОБІДКА
2600000000,2621600000,2621685200,2621685201,С,СЛОБІДКА
2600000000,2621600000,2621685400,,,СОРОКІВСЬКА/С.СОРОКИ
2600000000,2621600000,2621685400,2621685401,С,СОРОКИ
2600000000,2621600000,2621685500,,,СТРІЛЬЧЕНСЬКА/С.СТРІЛЬЧЕ
2600000000,2621600000,2621685500,2621685501,С,СТРІЛЬЧЕ
2600000000,2621600000,2621685500,2621685502,С,ПРОБАБИН
2600000000,2621600000,2621685700,,,ТОПОРІВСЬКА/С.ТОПОРІВЦІ
